FLT,VIP,LKF,RFC,ORG,VI1,TOF,REG,ITY,TAR,CAR,ABP,STP,STA,ETA,TDT,ATA,RCP,FSA,SDT,POP,OPE,NAT,FLX,MFF,SST
MU5292,,MU5299,北京-太原-昆明,PEK,TYN,D,B5492,B738,,,,12:10,15:05,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CA4176,,CA4460,沈阳-昆明,SHE,,D,B8491,A320,,,,12:10,16:30,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5816,,MU9738,上海-六盘水-昆明,SHA,LPF,D,B5263,B737,,,,12:15,13:15,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
8L9644,,8L9908,芒市-昆明,LUM,,D,B5292,B737,,,,12:15,13:20,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5974,,MU5732,芒市-昆明,LUM,,D,B5802,B737,,,,12:15,13:20,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
KY8236,,KY8265,杭州-昆明,HGH,,D,B2669,B737,,,,12:15,15:25,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CZ3247,,CZ3248,桂林-昆明,KWL,,D,B5419,B738,,,,12:20,13:48,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5830,,MU5781,郑州-昆明,CGO,,D,B1908,B738,,,,12:20,15:00,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2725,,MU2786,南京-昆明,NKG,,D,B8497,A320,,,,12:25,15:30,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5437,,MU5438,上海-南充-昆明,PVG,NAO,D,B6465,A319,,,,12:30,14:15,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5465,,MU5532,上海-南昌-昆明,PVG,KHN,D,B8575,A325,,,,12:35,15:05,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CZ3487,,CZ3487,广州-昆明,CAN,,D,B6020,A319,,,,12:35,15:08,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5802,,MU5719,上海-昆明,SHA,,D,B7591,B738,,,,12:35,16:05,,,,,33-计划,2017/6/19,REG,REG,PAX,,,1
MU5964,,MU9731,临沧-昆明,LNJ,,D,B5817,B737,,,,12:40,13:35,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CA1487,,CA1488,北京-达县-昆明,PEK,DAX,D,B5227,B738,,,,12:40,14:20,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
8L9852,,8L9851,腾冲-昆明,TCZ,,D,B5825,B737,,,,12:45,13:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5762,,MU5823,深圳-昆明,SZX,,D,B7589,B738,,,,12:45,15:15,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
8L9922,,8L9904,沧源-昆明,CWJ,,D,B5805,B737,,,,12:50,13:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
FM9397,,FM9398,上海-长沙-昆明,PVG,HHA,D,B1900,B738,,,,12:50,14:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
HO1681,,HO1682,南京-毕节-昆明,NKG,BFJ,D,B6966,A320,,,,12:55,13:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
QSR303,,,澳门-昆明,MFM,,R,,CRJ2,,,,13:00,14:40,,,,,33-计划,2017/6/19,REG,REG,SPE,,,0
CZ6369,,CZ6369,郑州-昆明,CGO,,D,B2622,B737,,,,13:00,15:43,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
AK101,,AK100,吉隆坡-昆明,KUL,,I,9MAFF,A320,,,,13:00,16:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5966,,MU5983,沧源-昆明,CWJ,,D,B5259,B737,,,,13:05,14:05,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CZ6403,,CZ6404,沈阳-重庆-昆明,SHE,CKG,D,B6783,A320,,,,13:05,14:38,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
8L9948,,8L9897,成都-昆明,CTU,,D,B1798,B738,,,,13:10,14:45,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5714,Y,MU5853,北京-昆明,PEK,,D,B7592,B738,,,,13:10,16:45,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2030,,MU5707,曼德勒-昆明,MDL,,I,B5701,B738,,,,13:15,14:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CZ6459,,CZ6460,长春-重庆-昆明,CGQ,CKG,D,B2418,A321,,,,13:20,14:48,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5760,,MU5813,深圳-昆明,SZX,,D,B6148,B738,,,,13:20,16:00,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CZ3492,,CZ3492,版纳-昆明,JHG,,D,B2916,B737,,,,13:25,14:23,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5737,,MU2571,大理-昆明,DLU,,D,B6142,B737,,,,13:30,14:25,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2706,,MU2706,丽江-昆明,LJG,,D,B6462,A319,,,,13:30,14:35,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
8L9596,,,吉隆坡-昆明,KUL,,I,B7167,B738,,,,13:35,17:15,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
JD5792,,JD5166,芒市-昆明,LUM,,D,B6182,A319,,,,13:40,14:40,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
KY8274,,KY8221,武汉-昆明,WUH,,D,B5672,B738,,,,13:40,15:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CA416,,CA416,仰光-昆明,RGN,,I,B6478,A319,,,,13:45,15:45,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2715,,MU2716,南京-长沙-昆明,NKG,HHA,D,B9902,A320,,,,13:45,15:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CZ3451,,CZ3451,深圳-昆明,SZX,,D,B2369,A320,,,,13:45,16:08,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
DR6580,,DR6523,芒市-昆明,LUM,,D,B5811,B737,,,,13:50,14:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5844,,MU5849,成都-昆明,CTU,,D,B6145,B738,,,,13:50,15:25,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
8L9520,,8L9875,芒市-昆明,LUM,,D,B5248,B737,,,,13:55,14:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CZ3407,,CZ3408,广州-昆明,CAN,,D,B6826,A320,,,,13:55,16:28,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CZ3495,,CZ3496,郑州-昆明,CGO,,D,B5232,B737,,,,13:55,16:33,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
JD5155,,JD5156,丽江-昆明,LJG,,D,B6952,A320,,,,14:05,15:05,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5856,,MU5897,成都-昆明,CTU,,D,B5828,B737,,,,14:05,15:40,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
ZH9413,,ZH9414,深圳-昆明,SZX,,D,B5361,B738,,,,14:05,16:30,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
ZH9789,,ZH9456,泉州-昆明,JJN,,D,B8413,A320,,,,14:05,16:45,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
8L9956,,8L9993,郑州-昆明,CGO,,D,B1588,B738,,,,14:10,17:00,,,,,33-计划,2017/6/19,REG,REG,PAX,,,1
MU5936,,,迪庆-昆明,DIG,,D,B5821,B737,,,,14:15,15:20,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
9C8823,,9C8824,上海-遵义-昆明,SHA,ZYI,D,B6612,A320,,,,14:15,15:35,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5748,,MU5745,天津-昆明,TSN,,D,B6637,A320,,,,14:15,17:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
FM9429,,FM9430,上海-衡阳-昆明,PVG,HNY,D,B5799,B738,,,,14:20,16:20,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
8L9874,,,杭州-赣州-昆明,HGH,KOW,D,B5407,B738,,,,14:25,16:40,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CA1481,,CA1482,天津-运城-昆明,TSN,YCU,D,B5447,B738,,,,14:30,17:05,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5575,,MU5576,烟台-郑州-昆明,YNT,CGO,D,B9900,A320,,,,14:30,17:25,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5645,,MU5645,杭州-昆明,HGH,,D,B6797,A322,,,,14:35,17:45,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5982,,MU5760,保山-昆明,BSD,,D,B5245,B737,,,,14:40,15:40,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
3U8768,,,温州-南宁-昆明,WNZ,NNG,D,B1885,A320,,,,14:40,16:05,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CZ6427,,CZ6428,大连-长沙-昆明,DLC,HHA,D,B1828,A320,,,,14:40,16:38,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
A67106,,A67107,南昌-昆明,KHN,,D,B8318,A321,,,,14:40,17:10,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
FM9454,,FM9454,版纳-昆明,JHG,,D,B5261,B737,,,,14:45,15:45,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2207,,MU2208,西安-昆明,XIY,,D,B1812,A325,,,,14:45,17:10,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5836,,MU5771,汕头-昆明,SWA,,D,B7600,B738,,,,14:45,17:15,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
8L9624,,8L9975,杭州-昆明,HGH,,D,B1825,A320,,,,14:45,17:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
KY8246,,KY8301,芒市-昆明,LUM,,D,B5026,B737,,,,14:50,15:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CZ6159,,CZ6160,北京-昆明,PEK,,D,B6317,A321,,,,14:50,18:13,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CZ6799,,CZ6800,上海-昆明,PVG,,D,B8848,A321,,,,14:50,18:13,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
DR6502,,DR6503,芒市-昆明,LUM,,D,B6109,B737,,,,14:55,15:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
DR6530,,DR6537,呼和-太原-昆明,HET,TYN,D,B5829,B737,,,,14:55,17:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5329,,MU5330,合肥-昆明,HFE,,D,B6012,A320,,,,15:00,17:35,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CZ6949,,CZ6950,乌鲁-重庆-昆明,URC,CKG,D,B1950,B738,,,,15:05,16:38,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2185,,MU2186,银川-昆明,INC,,D,B9943,A320,,,,15:05,17:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CZ3449,Y,CZ3450,广州-昆明,CAN,,D,B1781,B738,,,,15:10,17:33,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
3U8260,,,南京-昆明,NKG,,D,B6719,A320,,,,15:10,18:05,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
ZH9531,,ZH9532,无锡-昆明,WUX,,D,B5401,B738,,,,15:10,18:15,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5719,,MU5802,丽江-昆明,LJG,,D,B5815,B737,,,,15:15,16:15,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5461,,MU2144,温州-昆明,WNZ,,D,B5257,B737,,,,15:20,18:30,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CA1753,,CA1754,杭州-昆明,HGH,,D,B6733,A320,,,,15:25,18:35,,,,,33-计划,2017/6/19,REG,REG,PAX,,,1
DR5314,,DR6505,天津-恩施-昆明,TSN,ENH,D,B5830,B737,,,,15:40,17:35,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
HU7111,,HU7112,北京-昆明,PEK,,D,B1726,B738,,,,15:40,19:10,,,,,33-计划,2017/6/19,REG,REG,PAX,,,1
CA1401,,CA1402,天津-昆明,TSN,,D,B7182,B738,,,,15:40,19:15,,,,,33-计划,2017/6/19,REG,REG,PAX,,,1
MU5968,,MU5883,临沧-昆明,LNJ,,D,B5243,B737,,,,15:45,16:40,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5976,,MU9743,芒市-昆明,LUM,,D,B5271,B737,,,,15:45,16:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
3U8514,,3U8668,兰州-重庆-昆明,ZGC,CKG,D,B6348,A320,,,,15:45,17:20,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
8L9960,,8L9955,宁波-安庆-昆明,NGB,AQG,D,B6016,B738,,,,15:45,18:00,,,,,33-计划,2017/6/19,REG,REG,PAX,,,1
8L9864,,8L9983,徐州-重庆-昆明,XUZ,CKG,D,B2677,B738,,,,15:50,17:25,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5803,,MU5935,腾冲-昆明,TCZ,,D,B5242,B737,,,,15:55,16:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
HU7235,,HU7236,广州-昆明,CAN,,D,B5428,B738,,,,16:00,18:30,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
KY8204,,KY8219,南京-昆明,NKG,,D,B5673,B738,,,,16:00,19:00,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CA1937,,CA1938,上海-昆明,PVG,,D,B6882,A320,,,,16:00,19:20,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MF8461,,MF8462,杭州-武汉-昆明,HGH,WUH,D,B7176,B738,,,,16:05,18:15,,,,,33-计划,2017/6/19,REG,REG,PAX,,,3
KY8262,,,台州-重庆-昆明,HYN,CKG,D,B1926,B738,,,,16:10,17:45,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
HO1091,,HO1092,上海-昆明,SHA,,D,B6670,A320,,,,16:10,19:25,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
BK2744,,BK2898,版纳-昆明,JHG,,D,B7373,B738,,,,16:15,17:15,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
NS3269,,NS3270,石家庄-昆明,SJW,,D,B5212,B737,,,,16:15,19:20,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
KY8230,,KY8243,腾冲-昆明,TCZ,,D,B2678,B737,,,,16:20,17:25,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5940,,MU5714,拉萨-迪庆-昆明,LXA,DIG,D,B5816,B737,,,,16:20,17:25,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
KY8296,,,南通-重庆-昆明,NTG,CKG,D,B7873,B738,,,,16:20,17:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5742,,MU5847,广州-昆明,CAN,,D,B7590,B738,,,,16:20,18:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5712,,MU5656,北京-昆明,PEK,,D,B2228,A320,,,,16:20,19:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
9C8829,,9C8830,上海-常德-昆明,SHA,CGD,D,B6852,A320,,,,16:30,18:35,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CZ6561,,CZ6562,义乌-昆明,YIW,,D,B5716,B738,,,,16:30,19:23,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU216,,,温哥华-南京-昆明,YVR,NKG,M,B5962,A330,,,,16:30,19:25,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5812,,,上海-昆明,SHA,,D,B1792,B738,,,,16:30,19:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,1
SC4737,,SC4738,青岛-昆明,TAO,,D,B5347,B738,,,,16:30,20:05,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
8L9858,,8L9914,腾冲-昆明,TCZ,,D,B5249,B737,,,,16:35,17:45,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
HO1019,,HO1020,杭州-大庸-昆明,HGH,DYG,D,B1871,A320,,,,16:35,18:30,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2735,,MU2736,南京-长沙-昆明,NKG,HHA,D,B2411,A320,,,,16:35,18:35,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2036,,MU2036,达卡-昆明,DAC,,I,B1790,B738,,,,16:35,18:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
HO1095,,HO1096,上海-毕节-昆明,SHA,BFJ,D,B6787,A320,,,,16:40,17:40,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
GS7875,,GS7876,天津-西安-昆明,TSN,XIY,D,B1692,A320,,,,16:40,18:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5771,,,西昌-昆明,XIC,,D,B5802,B737,,,,16:45,17:40,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5715,,MU5748,芒市-昆明,LUM,,D,B5263,B737,,,,16:45,17:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
TV9820,,TV9894,芒市-昆明,LUM,,D,B6436,A319,,,,16:45,17:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU742,,,曼谷-昆明,BKK,,I,B5647,B738,,,,16:45,19:20,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
KY8314,,KY8269,腾冲-昆明,TCZ,,D,B2679,B737,,,,16:50,17:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CZ6415,,CZ6416,沈阳-西安-昆明,SHE,XIY,D,B9917,A320,,,,16:50,18:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
8L9648,,8L9987,天津-淮安-昆明,TSN,HIA,D,B6943,A320,,,,16:50,20:00,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CA1987,,CA1988,温州-昆明,WNZ,,D,B6676,A320,,,,16:50,20:05,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
8L9942,,8L9971,大理-昆明,DLU,,D,B6221,A319,,,,16:55,17:45,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
EU2722,,EU2225,厦门-柳州-昆明,XMN,LZH,D,B6940,A320,,,,16:55,18:25,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5744,,MU5744,广州-昆明,CAN,,D,B5054,B737,,,,16:55,19:25,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2433,,MU2434,青岛-宜昌-昆明,TAO,YIH,D,B2333,A319,,,,17:00,18:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MF8641,,MF8642,泉州-珠海-昆明,JJN,ZUH,D,B5308,B738,,,,17:05,19:05,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU734,,,香港-昆明,HKG,,R,B6149,B738,,,,17:05,19:45,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2755,,MU2755,南京-昆明,NKG,,D,B6472,A319,,,,17:05,19:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU746,,MU5715,金边-南宁-昆明,PNH,NNG,M,B6249,B738,,,,17:15,18:35,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2574,,MU2574,万象-昆明,VTE,,I,B6143,B738,,,,17:15,18:45,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5229,,MU5146,温州-昆明,WNZ,,D,B1773,B738,,,,17:15,20:20,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5874,,MU5929,厦门-宜宾-昆明,XMN,YBP,D,B5097,B737,,,,17:20,18:25,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
3U8670,,3U8823,石家庄-成都-昆明,SJW,CTU,D,B6956,A320,,,,17:20,19:00,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5758,,MU5718,深圳-昆明,SZX,,D,B1789,B738,,,,17:20,19:45,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5808,,,上海-零陵-昆明,SHA,LLF,D,B5265,B737,,,,17:25,18:40,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2985,,MU2986,无锡-重庆-昆明,WUX,CKG,D,B1636,A320,,,,17:25,18:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2032,,,仰光-昆明,RGN,,I,B7170,B738,,,,17:25,19:45,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5990,,MU5742,重庆-昭通-昆明,CKG,ZAT,D,B5807,B737,,,,17:30,18:20,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2568,,MU2568,曼德勒-昆明,MDL,,I,B5527,B738,,,,17:30,19:00,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2594,,MU5763,清迈-昆明,CNX,,I,B6147,B738,,,,17:30,19:10,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2598,,MU5855,清莱-昆明,CEI,,I,B7599,B738,,,,17:35,18:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5724,,MU9737,西安-昆明,XIY,,D,B5796,B738,,,,17:35,19:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5984,,MU5803,保山-昆明,BSD,,D,B5259,B737,,,,17:40,18:45,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5734,,MU5734,广州-昆明,CAN,,D,B5295,B737,,,,17:40,20:15,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5800,,MU5706,大连-洛阳-昆明,DLC,LYA,D,B5282,B737,,,,17:45,20:15,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5944,,MU5911,大理-昆明,DLU,,D,B5822,B737,,,,17:50,18:40,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5471,,MU5472,济南-重庆-昆明,TNA,CKG,D,B2335,A320,,,,17:50,19:25,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CZ6597,,CZ6598,三亚-昆明,SYX,,D,B8640,A321,,,,17:50,19:58,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2745,,MU2746,南京-长沙-昆明,NKG,HHA,D,B2221,A320,,,,17:50,20:00,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5463,,MU5450,上海-合肥-昆明,PVG,HFE,D,B6799,A320,,,,17:50,20:40,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CZ3488,,CZ3488,丽江-昆明,LJG,,D,B6020,A319,,,,18:05,19:08,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
KY8316,,KY8249,腾冲-昆明,TCZ,,D,B7872,B737,,,,18:05,19:10,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
