FLT,RFC,REG,VIP,LKF,VI1,ITY,TAR,TOF,FSA,OPE,POP,RCP,NAT,SDT,FLX,MFF,SST,HDL,STD,DES
MU5498,昆明-青岛,B2208,,MU5497,,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 11:55,TAO
MU5532,昆明-南昌-上海,B8276,,MU5465,KHN,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 16:10,PVG
MU5548,昆明-景德镇-杭州,B2415,,MU5547,JDZ,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 17:25,HGH
MU555,昆明-加尔,B2229,,MU555,,A320,,I,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 23:35,CCU
MU5576,昆明-郑州-烟台,B2338,,MU5575,CGO,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 18:25,YNT
MU5588,昆明-福州-上海,B9906,,MU5505,FOC,A321,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 16:05,PVG
MU5618,昆明-南昌,B6009,,MU5617,,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 22:20,KHN
MU5645,昆明-版纳,B6797,,MU5645,,A322,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 18:55,JHG
MU5646,昆明-杭州,B6797,,MU5646,,A322,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 23:00,HGH
MU5656,昆明-杭州,B6870,,MU5712,,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 21:15,HGH
MU5706,昆明-版纳,B5265,,MU5884,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 23:25,JHG
MU5707,昆明-北京,B7170,Y,MU5830,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,1,CES,2017/6/27 16:00,PEK
MU5711,昆明-北京,B6870,,MU5655,,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 11:50,PEK
MU5712,昆明-芒市,B5231,,MU9737,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 21:35,LUM
MU5713,昆明-北京,B7590,,MU5850,,B738,512,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:30,PEK
MU5714,昆明-普洱,B6141,,MU5940,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 18:35,SYM
MU5715,昆明-北京,B6147,,MU784,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 20:10,PEK
MU5717,昆明-腾冲,B5802,,MU5757,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 13:40,TCZ
MU5718,昆明-北京,B1790,,MU5758,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 21:00,PEK
MU5719,昆明-北京,B7592,,MU5802,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 17:20,PEK
MU5721,昆明-黔江-北京,B5276,,MU9756,JIQ,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 12:35,PEK
MU5723,昆明-西安,B7589,,MU5862,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,1,CES,2017/6/27 14:10,XIY
MU5724,昆明-版纳,B5809,,MU2576,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 21:35,JHG
MU5725,昆明-乌鲁,B5819,,MU5846,,B737,503,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 14:25,URC
MU5731,昆明-广州,B8496,,MU5810,,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:00,CAN
MU5732,昆明-西昌,B5245,Y,MU5882,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 14:50,XIC
MU5733,昆明-广州,B6145,,MU5818,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 23:15,CAN
MU5734,昆明-版纳,B5817,,MU5734,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 22:05,JHG
MU5737,昆明-广州,B5756,,MU5776,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 15:35,CAN
MU5739,昆明-广州,B5231,,MU5912,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 11:05,CAN
MU5740,昆明-大理,B5242,,MU5892,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 11:50,DLU
MU5741,昆明-广州,B1792,,MU5716,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 13:05,CAN
MU5742,昆明-保山,B5270,,MU5990,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 19:55,BSD
MU5743,昆明-广州,B1703,,MU5852,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 13:35,CAN
MU5744,昆明-丽江,B5295,,MU2562,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 21:15,LJG
MU5745,昆明-三亚,B6637,,MU5748,,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 19:00,SYX
MU5747,昆明-天津,B6637,,MU2785,,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 9:45,TSN
MU5748,昆明-版纳,B5263,,MU5964,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 19:05,JHG
MU5749,昆明-长沙-盐城,B1791,,MU5717,HHA,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 13:15,YNZ
MU5757,昆明-深圳,B1790,,MU2590,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 14:00,SZX
MU5759,昆明-深圳,B7599,,MU5750,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 10:00,SZX
MU5760,昆明-大理,B5282,,MU5982,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 17:05,DLU
MU5763,昆明-深圳,B1703,,MU5744,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 22:00,SZX
MU5764,昆明-芒市,B5817,,MU5811,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 12:10,LUM
MU5771,昆明-广州,B7590,,MU5714,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 18:50,CAN
MU5775,昆明-广州,B5756,,MU5704,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:40,CAN
MU5781,昆明-厦门,B5701,,MU5844,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 16:35,XMN
MU5799,昆明-洛阳-大连,B5225,,MU5884,LYA,B737,712,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:45,DLC
MU5801,昆明-上海,B7592,,MU5824,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,1,CES,2017/6/27 8:00,SHA
MU5802,昆明-腾冲,B5822,,MU5719,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 17:15,TCZ
MU5803,昆明-上海,B5243,,MU5715,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 20:20,SHA
MU5805,昆明-上海,B5683,,MU2032,,B738,509,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 9:00,SHA
MU5809,昆明-上海,B8496,,MU5732,,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 15:00,SHA
MU5811,昆明-上海,B7591,,MU5744,,B738,508,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 12:00,SHA
MU5812,昆明-迪庆,B5821,,MU5718,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 20:50,DIG
MU5813,昆明-上海,B7599,,MU5760,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 17:30,SHA
MU5817,昆明-兴义-上海,B6145,,MU5848,ACX,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,1,CES,2017/6/27 9:35,SHA
MU5821,昆明-东胜-哈尔滨,B1907,,MU5782,DSN,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:20,HRB
MU5823,昆明-郑州,B1789,,MU2028,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 17:35,CGO
MU5829,昆明-郑州,B7170,,MU5822,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:20,CGO
MU5831,昆明-郑州,B5796,,MU2264,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 12:15,CGO
MU5841,昆明-成都,B1908,,MU5854,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,1,CES,2017/6/27 8:00,CTU
MU5843,昆明-成都,B5701,,MU2567,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 11:00,CTU
MU5845,昆明-成都,B5820,,MU5726,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 9:00,CTU
MU5847,昆明-成都,B1792,,MU5742,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 19:55,CTU
MU5849,昆明-成都,B5795,,MU2030,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 16:30,CTU
MU5851,昆明-成都,B5828,,MU754,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 10:00,CTU
MU5853,昆明-成都,B5683,,MU5806,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 18:00,CTU
MU5855,昆明-成都,B7591,,MU5812,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 21:05,CTU
MU5861,昆明-重庆,B7589,,MU5766,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:05,CKG
MU5869,昆明-宜宾-青岛,B2503,,MU5898,YBP,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:00,TAO
MU5881,昆明-铜仁-上海,B5267,,MU5988,TEN,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 14:25,SHA
MU5883,昆明-湛江,B5265,,MU5723,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 17:45,ZHA
MU5885,昆明-湛江,B5807,,MU5913,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:40,ZHA
MU5891,昆明-普洱,B5242,,MU5972,,B737,714,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 7:55,SYM
MU5893,昆明-普洱,B5243,,MU5922,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 10:10,SYM
MU5897,昆明-普洱,B5821,,MU5856,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 17:10,SYM
MU5901,昆明-版纳,B5295,,MU5741,,B737,708L,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:20,JHG
MU5903,昆明-版纳,B5265,,MU5804,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:50,JHG
MU5911,昆明-版纳,B5245,,MU5970,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 22:10,JHG
MU5915,昆明-版纳,B5815,,MU5763,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 21:35,JHG
MU5919,昆明-丽江,B5822,,MU5743,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 13:15,LJG
MU5920,昆明-丽江,B5822,,MU5952,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 22:05,LJG
MU5921,昆明-丽江,B5271,,MU5914,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 7:05,LJG
MU5927,昆明-文山,B5255,,MU5990,,B737,710,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 10:20,WNH
MU5929,昆明-文山,B2502,,MU5960,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 19:50,WNH
MU5931,昆明-迪庆,B5817,,MU5932,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 7:55,DIG
MU5935,昆明-迪庆,B6142,,MU5968,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 18:05,DIG
MU5939,昆明-迪庆-拉萨,B6141,,MU758,DIG,B737,112,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 9:00,LXA
MU5941,昆明-大理,B5815,,MU5800,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:10,DLU
MU5943,昆明-大理,B5256,,MU5986,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 7:40,DLU
MU5957,昆明-临沧,B2640,,MU9714,,B737,511,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 9:35,LNJ
MU5959,昆明-临沧,B2502,,MU5930,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 16:25,LNJ
MU5961,昆明-临沧,B5282,,MU5968,,B737,513,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:10,LNJ
MU5963,昆明-临沧,B5263,,MU9742,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 14:55,LNJ
MU5965,昆明-沧源,B5259,,MU5960,,B737,504,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 11:25,CWJ
MU5967,昆明-临沧,B6142,,MU5942,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 13:40,LNJ
MU5969,昆明-昭通,B5245,,MU5771,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 18:50,ZAT
MU5971,昆明-芒市,B5802,,MU5902,,B737,713,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 9:25,LUM
MU5973,昆明-芒市,B5809,,MU5747,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 10:25,LUM
MU5975,昆明-芒市,B2640,,MU5958,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 13:55,LUM
MU5981,昆明-保山,B5282,,MU5962,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 13:00,BSD
MU5985,昆明-保山,B5822,,MU5936,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:55,BSD
MU5987,昆明-保山,B5267,,MU5916,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:15,BSD
MU5989,昆明-昭通-重庆,B5270,,MU5711,ZAT,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 11:25,CKG
MU733,昆明-香港,B5293,,MU5733,,B737,,R,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 14:30,HKG
MU741,昆明-曼谷,B6149,,MU5740,,B738,,I,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 13:00,BKK
MU747,昆明-上海-大阪,B1702,,MU748,PVG,B738,,M,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 7:50,KIX
MU755,昆明-迪拜,B5921,,MU755,,A33E,,I,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 15:20,DXB
MU757,昆明-加德,B5255,,MU5928,,B737,,I,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 14:25,KTM
MU767,昆明-青岛-旧金山,B5902,,MU5369,TAO,A33E,,M,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:25,SFO
MU783,昆明-南宁-万象,B6147,,MU5742,NNG,B738,318,M,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:30,VTE
MU9715,昆明-武汉,B7600,,MU5772,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 15:20,WUH
MU9731,昆明-拉萨,B5807,,MU5886,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 15:15,LXA
MU9732,昆明-长沙,B5807,,MU9732,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 22:25,HHA
MU9737,昆明-天津,B5796,,MU5832,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 21:10,TSN
MU9738,昆明-芒市,B5243,,MU5894,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 16:00,LUM
MU9741,昆明-保山-北京,B5820,,MU5936,BSD,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 17:30,PEK
MU9751,昆明-北京,B5926,,MU774,,A33E,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 14:00,PEK
MU9755,昆明-保山,B5276,,MU734,,B737,510,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,CES,2017/6/27 8:30,BSD
NS3270,昆明-石家庄,B5212,,NS3269,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 20:25,SJW
O36943,昆明-杭州,B2828,,O36944,,B757,,D,33-计划,REG,REG,,CGO,2017/6/28,,,0,YAG,2017/6/28 1:15,HGH
OQ2328,昆明-重庆,B6248,,OQ2327,,A319,,D,33-计划,REG,REG,,PAX,2017/6/27,,,1,YAG,2017/6/27 9:50,CKG
OQ2358,昆明-重庆,B6246,,OQ2357,,A319,,D,33-计划,REG,REG,,PAX,2017/6/27,,,1,YAG,2017/6/27 22:00,CKG
PN6393,昆明-版纳,B8845,,PN6393,,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 8:55,JHG
PN6394,昆明-重庆,B8845,,PN6394,,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 12:45,CKG
QV816,昆明-万象,RDPL34223,,QV815,,A320,,I,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 10:50,VTE
QW9856,昆明-屯溪-青岛,B1693,,QW9855,TXN,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 6:55,TAO
SC4696,昆明-南京-青岛,B5531,,SC4695,NKG,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 13:40,TAO
SC4720,昆明-重庆,B5725,,SC4719,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 22:35,CKG
SC4738,昆明-青岛,B1743,,SC4737,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 20:55,TAO
SC4770,昆明-厦门,B1982,,SC4769,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 11:20,XMN
SC4860,昆明-青岛,B7978,,SC8844,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 6:55,TAO
SC4874,昆明-济南-烟台,B5335,,SC4873,TNA,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 12:50,YNT
SC4926,昆明-济南,B7809,,SC4925,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 6:50,TNA
SC8843,昆明-济南-大阪,B7976,,SC4859,TNA,B738,,M,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 6:50,KIX
SC8885,昆明-曼谷,B6986,,SC8885,,B738,,I,33-计划,REG,REG,,PAX,2017/6/28,,,0,YAG,2017/6/28 1:00,BKK
SC8886,昆明-乌鲁,B1745,,SC8886,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 7:25,URC
TV6008,昆明-丽江-兰州,B8419,,TV6007,LJG,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 13:20,ZGC
TV9819,昆明-芒市,B6467,,TV9893,,A319,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 14:45,LUM
TV9894,昆明-拉萨,B6467,,TV9820,,A319,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 20:15,LXA
UO274,昆明-香港,BLPF,,UO273,,A320,,R,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 12:10,HKG
UW9941,昆明-达卡,B2325,,UW9944,,A306,,I,33-计划,REG,REG,,CGO,2017/6/28,,,0,YAG,2017/6/28 1:30,DAC
UW9945,昆明-孟买,B2330,,UW9948,,A306,,I,33-计划,REG,REG,,CGO,2017/6/27,,,0,YAG,2017/6/27 15:00,BOM
VN737,昆明-芽庄,VNA,,VN736,,A321,,I,33-计划,REG,REG,,PAX,2017/6/28,,,0,CES,2017/6/28 2:05,CXR
ZH9266,昆明-西安,B6571,,ZH9265,,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 12:45,XIY
ZH9412,昆明-深圳,B6937,,ZH9411,,A322,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 11:00,SZX
ZH9414,昆明-深圳,B5771,,ZH9413,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 17:30,SZX
ZH9416,昆明-深圳,B5360,,ZH9451,,B737,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 8:45,SZX
ZH9452,昆明-广州,B5775,,ZH9415,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 9:05,CAN
ZH9454,昆明-广州,B6565,,ZH9453,,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 17:10,CAN
ZH9456,昆明-广州,B5361,,ZH9455,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 22:45,CAN
ZH9532,昆明-无锡,B5773,,ZH9531,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 19:20,WUX
ZH9534,昆明-无锡,B8413,,ZH9533,,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 15:10,WUX
ZH9562,昆明-南京,B5400,,ZH9561,,B738,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 12:10,NKG
ZH9713,昆明-太原-沈阳,B6563,,ZH9455,TYN,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 10:05,SHE
ZH9774,昆明-南昌,B6749,,ZH9773,,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 13:30,KHN
ZH9790,昆明-泉州,B6615,,ZH9714,,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 9:05,JJN
ZH9794,昆明-泉州,B6377,,ZH9793,,A320,,D,33-计划,REG,REG,,PAX,2017/6/27,,,0,YAG,2017/6/27 13:40,JJN
