FLT,REG,VIP,TAR,ITY,LKF,RFC,ORG,VI1,TOF,STP,ABP,STA,ETA,TDT,FSA,ATA,SDT,RCP,OPE,POP,CAR,NAT,FLX,MFF,SST,HDL
"MU774","B5926","","","A33E","MU9751","巴黎-昆明","CDG","","I","2017/7/6 20:50","","7:40","7:36","","32-准时","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"UW9942","B2325","","","A306","UW9937","达卡-昆明","DAC","","I","2017/7/7 6:00","","8:00","15:40","","32-准时","","2017/7/7","飞机晚到原因","DEL","DEL","","CGO","","","00","YAG"
"MU778","B5930","","","A33E","MU756","悉尼-昆明","SYD","","I","2017/7/6 18:50","","5:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU556","B6001","","","A320","MU556","加尔-昆明","CCU","","I","2017/7/7 3:00","","5:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU2592","B6011","","","A320","MU5456","普吉-昆明","HKT","","I","2017/7/7 2:55","","5:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"SC8886","B1745","","","B738","SC8886","曼谷-昆明","BKK","","I","2017/7/7 4:05","","5:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU756","B5921","","","A33E","MU5853","迪拜-昆明","DXB","","I","2017/7/7 1:00","","7:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"8L9905","B5292","","","B737","8L9921","版纳-昆明","JHG","","D","2017/7/7 6:50","","7:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9802","B6959","","","A320","8L9845","丽江-昆明","LJG","","D","2017/7/7 6:55","","7:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"PN6393","B6743","","","A320","PN6393","重庆-昆明","CKG","","D","2017/7/7 6:10","","7:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9584","B6800","","","B738","8L9633","马尼拉-昆明","MNL","","I","2017/7/7 4:40","","8:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"EU2223","B6229","","","A319","EU2721","成都-昆明","CTU","","D","2017/7/7 6:45","","8:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5449","B6012","","","A320","MU5464","重庆-昆明","CKG","","D","2017/7/7 6:50","","8:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"UW9938","B2330","","","A306","UW9933","马德拉斯-昆明","MAA","","I","2017/7/7 4:35","","8:25","","","33-计划","","2017/7/7","","REG","REG","","CGO","","","00","YAG"
"8L9856","B6015","","","B738","8L9651","绵阳-昆明","MIG","","D","2017/7/7 7:05","","8:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5747","B5295","","","B737","MU5973","版纳-昆明","JHG","","D","2017/7/7 7:30","","8:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"O36944","B2817","","","B757","O36943","杭州-昆明","HGH","","D","2017/7/7 5:55","","8:40","","","33-计划","","2017/7/7","","REG","REG","","CGO","","","00","YAG"
"OQ2327","B1826","","","A320","OQ2328","重庆-昆明","CKG","","D","2017/7/7 7:15","","8:43","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"3U8638","B6322","","","A320","3U8201","岘港-广州-昆明","DAD","CAN","M","2017/7/7 6:15","","8:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9556","B8732","","","A320","8L9947","海口-昆明","HAK","","D","2017/7/7 7:00","","8:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9994","B1588","","","B738","8L9883","西安-昆明","XIY","","D","2017/7/7 6:25","","8:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CF9018","B2827","","","B757","CF9017","南京-昆明","NKG","","D","2017/7/7 6:00","","8:55","","","33-计划","","2017/7/7","","REG","REG","","CGO","","","00","UNK"
"DZ6311","B1533","","","B738","DZ6313","珠海-昆明","ZUH","","D","2017/7/7 7:00","","8:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5852","B1791","","","B738","MU5741","成都-昆明","CTU","","D","2017/7/7 7:10","","8:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"3U8661","B6388","","","A320","3U8227","成都-昆明","CTU","","D","2017/7/7 7:20","","9:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2567","B1908","","","B738","MU2567","广州-昆明","CAN","","D","2017/7/7 6:30","","9:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"BK2797","B6026","","","B738","BK2715","长沙-昆明","HHA","","D","2017/7/7 7:05","","9:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CA415","B6227","","","A319","CA415","成都-昆明","CTU","","D","2017/7/7 7:40","","9:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8286","B6493","","","B738","KY8273","广州-昆明","CAN","","D","2017/7/7 6:45","","9:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ3481","B6209","","","A319","CZ3481","广州-昆明","CAN","","D","2017/7/7 7:00","","9:18","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2359","B2372","","","A320","MU2360","西宁-昆明","XNN","","D","2017/7/7 7:05","","9:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5764","B6143","","","B738","MU5811","深圳-昆明","SZX","","D","2017/7/7 6:55","","9:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU2249","B6871","","","A320","MU2250","兰州-昆明","ZGC","","D","2017/7/7 7:15","","9:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"HU7087","B5371","","","B738","HU7088","海口-昆明","HAK","","D","2017/7/7 7:40","","9:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2495","B7031","","","B738","MU2496","成都-昆明","CTU","","D","2017/7/7 7:55","","9:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"8L9915","B5268","","","B737","8L9519","版纳-昆明","JHG","","D","2017/7/7 8:40","","9:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2756","B6472","","","A319","MU2756","版纳-昆明","JHG","","D","2017/7/7 8:40","","9:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"ZH9411","B5380","","","B738","ZH9412","深圳-昆明","SZX","","D","2017/7/7 7:10","","9:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9652","B7993","","","B738","8L9869","郑州-昆明","CGO","","D","2017/7/7 7:05","","9:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"SC8829","B1508","","","B738","SC8829","青岛-昆明","TAO","","D","2017/7/7 6:10","","9:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ3431","B8675","","","A321","CZ3432","海口-昆明","HAK","","D","2017/7/7 8:05","","9:48","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5469","B6013","","","A320","MU5470","南昌-昆明","KHN","","D","2017/7/7 7:20","","9:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"QV815","RDPL34223","","","A320","QV816","万象-昆明","VTE","","I","2017/7/7 7:20","","9:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"SC4769","B1510","","","B738","SC4770","厦门-昆明","XMN","","D","2017/7/7 7:10","","9:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9850","B5825","","","B737","8L9923","迪庆-昆明","DIG","","D","2017/7/7 8:50","","9:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5711","B5097","","","B737","MU5989","版纳-昆明","JHG","","D","2017/7/7 8:50","","9:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"3U8034","B6778","","","A320","3U8245","丽江-昆明","LJG","","D","2017/7/7 8:55","","9:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KN2381","B7371","","","B738","KN5212","石家庄-昆明","SJW","","D","2017/7/7 6:50","","10:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"DLC997","B5818","","","B737","","成都-昆明","CTU","","D","2017/7/7 9:00","","10:00","","","33-计划","","2017/7/7","","REG","REG","","SPE","","","00","YAG"
"MU5740","B5527","","","B738","MU741","广州-昆明","CAN","","D","2017/7/7 7:35","","10:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU2181","B1608","","","B738","MU2182","西安-昆明","XIY","","D","2017/7/7 7:50","","10:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU2497","B1422","","","B738","MU2494","武汉-昆明","WUH","","D","2017/7/7 7:55","","10:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5946","B5809","","","B737","MU5965","澜沧-昆明","JMJ","","D","2017/7/7 9:20","","10:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ3459","B2391","","","A320","CZ3460","深圳-昆明","SZX","","D","2017/7/7 8:00","","10:23","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"GS7653","B8062","","","A320","GS7654","西安-昆明","XIY","","D","2017/7/7 8:05","","10:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"HU7163","B1797","","","B738","HU7164","深圳-昆明","SZX","","D","2017/7/7 7:55","","10:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2205","B9921","","","A320","MU2206","银川-昆明","INC","","D","2017/7/7 7:40","","10:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CA1751","B6033","","","A319","CA1956","杭州-昆明","HGH","","D","2017/7/7 7:25","","10:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2143","B5258","","","B737","MU5462","太原-昆明","TYN","","D","2017/7/7 7:35","","10:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU2705","B6462","","","A319","MU2705","南京-昆明","NKG","","D","2017/7/7 7:30","","10:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ3491","B2169","","","B737","CZ3491","郑州-昆明","CGO","","D","2017/7/7 7:55","","10:33","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CA1403","B6106","","","B738","CA1404","北京-昆明","PEK","","D","2017/7/7 7:00","","10:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"FM9541","B5145","","","B738","FM9542","郑州-昆明","CGO","","D","2017/7/7 7:50","","10:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5892","B5276","","","B737","MU5740","普洱-昆明","SYM","","D","2017/7/7 9:30","","10:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"JD5165","B6211","","","A319","JD5791","丽江-昆明","LJG","","D","2017/7/7 9:40","","10:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5476","B6799","","","A320","MU5475","合肥-昆明","HFE","","D","2017/7/7 7:55","","10:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5962","B2502","","","B737","MU9713","临沧-昆明","LNJ","","D","2017/7/7 9:45","","10:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ3409","B6242","","","A319","CZ3410","广州-昆明","CAN","","D","2017/7/7 8:20","","10:43","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"9C8953","B6820","","","A320","9C8954","上海-昆明","SHA","","D","2017/7/7 7:25","","10:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"FM9539","B5130","","","B738","FM9540","温州-昆明","WNZ","","D","2017/7/7 7:40","","10:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"KY8252","B7872","","","B737","KY8209","保山-昆明","BSD","","D","2017/7/7 9:40","","10:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MF8405","B5595","","","B738","MF8406","厦门-昆明","XMN","","D","2017/7/7 8:05","","10:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5497","B1863","","","A320","MU5498","青岛-昆明","TAO","","D","2017/7/7 7:10","","10:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5655","B6333","","","A320","MU5711","杭州-昆明","HGH","","D","2017/7/7 7:35","","10:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ3677","B9930","","","A320","CZ3678","上海-昆明","PVG","","D","2017/7/7 7:40","","10:53","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"3U8723","B1819","","","A320","3U8221","北京-昆明","PEK","","D","2017/7/7 7:20","","10:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8220","B5673","","","B738","KY8203","深圳-昆明","SZX","","D","2017/7/7 8:30","","10:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ3857","B5746","","","B738","CZ3858","汕头-昆明","SWA","","D","2017/7/7 8:40","","10:58","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MF8427","B5688","","","B738","MF8428","福州-昆明","FOC","","D","2017/7/7 8:05","","11:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5811","B5807","","","B737","MU5764","迪庆-昆明","DIG","","D","2017/7/7 9:50","","11:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"ZH9265","B8409","","","A320","ZH9266","西安-昆明","XIY","","D","2017/7/7 8:35","","11:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CA1955","B6773","","","A320","CA1752","温州-昆明","WNZ","","D","2017/7/7 8:00","","11:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"ZH9561","B5771","","","B738","ZH9562","南京-昆明","NKG","","D","2017/7/7 8:20","","11:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"DR6570","B1593","","","B738","DR6559","北海-昆明","BHY","","D","2017/7/7 9:45","","11:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"JD5789","B8170","","","A320","JD5790","版纳-昆明","JHG","","D","2017/7/7 10:05","","11:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5741","B5256","","","B737","MU757","版纳-昆明","JHG","","D","2017/7/7 10:15","","11:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"UO273","BLCI","","","A320","UO274","香港-昆明","HKG","","R","2017/7/7 7:50","","11:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"FD582","HSBBE","","","A320","FD583","廊曼-昆明","DMK","","I","2017/7/7 7:50","","11:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU9756","B5265","","","B737","MU5981","保山-昆明","BSD","","D","2017/7/7 10:25","","11:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"HU7211","B5709","","","B738","HU7212","北京-昆明","PEK","","D","2017/7/7 8:10","","11:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"DR6510","B5829","","","B737","DR6515","版纳-昆明","JHG","","D","2017/7/7 10:35","","11:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2570","B1703","","","B738","MU2569","清迈-昆明","CNX","","I","2017/7/7 9:30","","11:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"FM9453","B5261","","","B737","FM9453","上海-昆明","SHA","","D","2017/7/7 8:15","","11:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU9744","B5255","","","B737","MU733","北京-昭通-昆明","PEK","ZAT","D","2017/7/7 10:50","","11:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"PN6394","B6743","","","A320","PN6394","版纳-昆明","JHG","","D","2017/7/7 10:45","","11:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"TV6007","B8841","","","A320","TV6008","兰州-丽江-昆明","ZGC","LJG","D","2017/7/7 8:05","","11:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"HO1121","B6788","","","A320","HO1122","上海-昆明","SHA","","D","2017/7/7 8:35","","11:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8256","B7870","","","B737","KY8245","临沧-昆明","LNJ","","D","2017/7/7 10:55","","11:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8308","B6495","","","B738","KY8275","南昌-昆明","KHN","","D","2017/7/7 9:40","","11:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"DR6508","B7088","","","B737","DR6501","芒市-昆明","LUM","","D","2017/7/7 10:55","","12:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5743","B5259","","","B737","MU5743","保山-昆明","BSD","","D","2017/7/7 10:55","","12:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"SC4873","B1931","","","B738","SC4874","烟台-济南-昆明","YNT","TNA","D","2017/7/7 8:50","","12:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"N383AZ","N383AZ","","","G200","N383AZ","深圳-昆明","SZX","","D","2017/7/7 10:00","","12:00","","","33-计划","","2017/7/7","","REG","REG","","SPE","","","00","YAG"
"3U8529","B6905","","","A320","3U8530","杭州-昆明","HGH","","D","2017/7/7 9:00","","12:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"3U8902","B1887","","","A320","3U8107","珠海-昆明","ZUH","","D","2017/7/7 10:10","","12:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CA4413","B6847","Y","","A320","CA4414","成都-昆明","CTU","","D","2017/7/7 10:30","","12:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"GS7855","B8659","","","A330","GS7856","天津-昆明","TSN","","D","2017/7/7 8:25","","12:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5723","B5231","","","B737","MU5919","版纳-昆明","JHG","","D","2017/7/7 11:10","","12:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5757","B2639","","","B737","MU5967","芒市-昆明","LUM","","D","2017/7/7 11:15","","12:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ3901","B6098","","","A333","CZ3902","北京-昆明","PEK","","D","2017/7/7 9:05","","12:23","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9894","B6221","","","A319","8L9871","珠海-昆明","ZUH","","D","2017/7/7 10:15","","12:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5942","B5820","","","B737","MU5935","大理-昆明","DLU","","D","2017/7/7 11:30","","12:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5958","B5282","","","B737","MU5717","临沧-昆明","LNJ","","D","2017/7/7 11:30","","12:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"ZH9773","B6313","","","A320","ZH9774","南昌-昆明","KHN","","D","2017/7/7 10:10","","12:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"FM9451","B2570","Y","","B763","FM9452","上海-昆明","SHA","","D","2017/7/7 9:00","","12:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5842","B6149","","","B738","MU2029","成都-昆明","CTU","","D","2017/7/7 10:50","","12:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5862","B5795","","","B738","MU2031","重庆-昆明","CKG","","D","2017/7/7 10:55","","12:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"XXX9630","B9630","","","C680","","上海-昆明","SHA","","D","2017/7/7 9:05","","12:30","","","33-计划","","2017/7/7","","REG","REG","","SPE","","","00","YAG"
"8L9966","B7989","","","B738","8L9855","三亚-昆明","SYX","","D","2017/7/7 10:30","","12:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8322","B7089","","","B738","KY8233","成都-昆明","CTU","","D","2017/7/7 10:45","","12:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"SC4695","B7976","","","B738","SC4696","青岛-南京-昆明","TAO","NKG","D","2017/7/7 9:40","","12:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9958","B7990","","","B738","8L9689","武汉-昆明","WUH","","D","2017/7/7 10:20","","12:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
